NAME,PLACE_KEY,CAPITAL,POPULATION,PCLASS,STATE_NAME,STATE
Old du Quoin,1714555548,N,0,1,Illinois,IL
Old Shawneetown,1705955756,N,376,1,Illinois,IL
Old Stonington,1702155769,N,0,1,Illinois,IL
Oldtown,1716555795,N,0,1,Illinois,IL
Olga,1706555810,N,0,1,Illinois,IL
Olive Branch,1700355847,N,0,1,Illinois,IL
Olmsted,1715355899,N,337,1,Illinois,IL
Omaha,1705956003,N,275,1,Illinois,IL
Omar,1708756029,N,0,1,Illinois,IL
Omega,1712156042,N,0,1,Illinois,IL
Opdyke,1708156198,N,2500,2,Illinois,IL
Oraville,1707756354,N,2500,2,Illinois,IL
Orchardville,1719156445,N,0,1,Illinois,IL
Orient,1705556536,N,417,1,Illinois,IL
Osbernville,1702156744,N,0,1,Illinois,IL
Oskaloosa,1702556822,N,0,1,Illinois,IL
Owaneco,1702157043,N,264,1,Illinois,IL
Ozark,1708757134,N,0,1,Illinois,IL
Palmer,1702157303,N,272,1,Illinois,IL
Pana,1702157472,N,5729,2,Illinois,IL
Pankeyville,1716557511,N,0,1,Illinois,IL
Parker,1708757680,N,0,1,Illinois,IL
Parrish,1705557992,N,0,1,Illinois,IL
Patoka,1712158057,N,685,1,Illinois,IL
Paulton,1719958161,N,0,1,Illinois,IL
Perks,1715359143,N,0,1,Illinois,IL
Pershing,1705559208,N,0,1,Illinois,IL
Peters Creek,1706959325,N,0,1,Illinois,IL
Phillipstown,1719359520,N,48,1,Illinois,IL
Pinckneyville,1714559884,N,3310,2,Illinois,IL
Piopolis,1706560066,N,0,1,Illinois,IL
Pittsburg,1705160196,N,0,1,Illinois,IL
Pittsburg,1719960209,N,620,1,Illinois,IL
Pleak,1717360425,N,0,1,Illinois,IL
Pleasant Grove,1708760482,N,0,1,Illinois,IL
Pleasant Mound,1700560573,N,0,1,Illinois,IL
Plumfield,1705560716,N,0,1,Illinois,IL
Plum Hill,1718960794,N,0,1,Illinois,IL
Pomona,1707760950,N,2500,2,Illinois,IL
Poplar Ridge,1707761177,N,0,1,Illinois,IL
Posen,1718961327,N,0,1,Illinois,IL
Posey,1702761353,N,0,1,Illinois,IL
Post Oak,1705161360,N,0,1,Illinois,IL
Pottsville,1718161400,N,0,1,Illinois,IL
Pruett,1705162159,N,0,1,Illinois,IL
Pryortown,1715362165,N,0,1,Illinois,IL
Pulaski,1715362211,N,344,1,Illinois,IL
Pyatts,1714562302,N,0,1,Illinois,IL
Pyramid,1718962310,N,0,1,Illinois,IL
Radford,1702162484,N,0,1,Illinois,IL
Radom,1718962523,N,180,1,Illinois,IL
Raleigh,1716562588,N,353,1,Illinois,IL
Ramsey,1705162627,N,1004,1,Illinois,IL
Raum,1715162865,N,0,1,Illinois,IL
Reevesville,1708763160,N,0,1,Illinois,IL
Rend City,1705563303,N,0,1,Illinois,IL
Rennerville,1717363310,N,0,1,Illinois,IL
Reno,1700563316,N,0,1,Illinois,IL
Renshaw,1715163335,N,0,1,Illinois,IL
Reynoldsburg,1708763433,N,0,1,Illinois,IL
Reynoldsville,1718163446,N,0,1,Illinois,IL
Rice,1714563485,N,0,1,Illinois,IL
Richview,1718963719,N,318,1,Illinois,IL
Ridgway,1705964018,N,1112,1,Illinois,IL
Rising Sun,1715164207,N,0,1,Illinois,IL
Rising Sun,1719364213,N,0,1,Illinois,IL
Roaches,1708164564,N,0,1,Illinois,IL
Robbs,1715164629,N,0,1,Illinois,IL
Roby,1702164733,N,0,1,Illinois,IL
Rochester,1718564785,N,0,1,Illinois,IL
Rock,1715164798,N,0,1,Illinois,IL
Rock Creek,1706964889,N,0,1,Illinois,IL
Roland,1719365299,N,0,1,Illinois,IL
Ropers Landing,1715165572,N,0,1,Illinois,IL
Rosamond,1702165585,N,2500,2,Illinois,IL
Rosebud,1715165650,N,0,1,Illinois,IL
Rosiclare,1706965897,N,1344,1,Illinois,IL
Roth,1700365977,N,0,1,Illinois,IL
Round Knob,1712766014,N,0,1,Illinois,IL
Round Prairie,1719166079,N,0,1,Illinois,IL
Royalton,1705566209,N,1236,1,Illinois,IL
Rudement,1716566248,N,0,1,Illinois,IL
Rural Hill,1706566320,N,0,1,Illinois,IL
Rust,1705566417,N,0,1,Illinois,IL
Sacramento,1719366521,N,0,1,Illinois,IL
St. Elmo,1705166794,N,1428,1,Illinois,IL
St James,1705166885,N,0,1,Illinois,IL
St. Johns,1714566924,N,275,1,Illinois,IL
St Paul,1705167106,N,0,1,Illinois,IL
St. Peter,1705167132,N,358,1,Illinois,IL
Salem,1712167236,N,7463,2,Illinois,IL
Saline Landing,1706967295,N,0,1,Illinois,IL
Samoth,1712767379,N,0,1,Illinois,IL
Sandburn,1708767425,N,0,1,Illinois,IL
Sandoval,1712167444,N,1531,1,Illinois,IL
Sand Ridge,1707767509,N,0,1,Illinois,IL
Sandusky,1700367535,N,0,1,Illinois,IL
Saratoga,1718167704,N,0,1,Illinois,IL
Sato,1707767737,N,0,1,Illinois,IL
Scheller,1708168068,N,2500,2,Illinois,IL
Schram City,1713568120,N,656,1,Illinois,IL
Schrodts Station,1718568138,N,0,1,Illinois,IL
Sefton,1705168549,N,0,1,Illinois,IL
Selmaville,1712168588,N,0,1,Illinois,IL
Sesser,1705568705,N,2105,1,Illinois,IL
Shady Grove,1712768887,N,0,1,Illinois,IL
Shafter,1705168932,N,0,1,Illinois,IL
Shakerag,1719968939,N,0,1,Illinois,IL
Sharpsburg,1702169030,N,0,1,Illinois,IL
Shattuc,1702769043,N,0,1,Illinois,IL
Shawneetown,1705969082,N,1382,1,Illinois,IL
Shelbyville,1717369186,N,4826,2,Illinois,IL
Shields,1708169472,N,0,1,Illinois,IL
Shirley,1708169620,N,0,1,Illinois,IL
Shobonier,1705169654,N,0,1,Illinois,IL
Shumway,1704969797,N,253,1,Illinois,IL
Sicily,1702169823,N,0,1,Illinois,IL
Simpson,1708770005,N,66,1,Illinois,IL
Sims,1719170031,N,343,1,Illinois,IL
Smithboro,1700570213,N,201,1,Illinois,IL
Somerset,1716570434,N,0,1,Illinois,IL
Sparks Hill,1706971409,N,0,1,Illinois,IL
Spencer Heights,1715371513,N,0,1,Illinois,IL
Spillertown,1719971526,N,256,1,Illinois,IL
Springerton,1719371643,N,162,1,Illinois,IL
Spring Garden,1708172026,N,0,1,Illinois,IL
Springville,1718172170,N,0,1,Illinois,IL
Steel City,1705572442,N,0,1,Illinois,IL
Stewardson,1717372650,N,669,1,Illinois,IL
Stolletown,1702772845,N,0,1,Illinois,IL
Stonefort,1716572884,N,140,1,Illinois,IL
Stonington,1702172949,N,971,1,Illinois,IL
Strasburg,1717373040,N,488,1,Illinois,IL
Stratton,1708173105,N,0,1,Illinois,IL
Stubblefield,1700573280,N,0,1,Illinois,IL
Sullivan,1713973495,N,4381,2,Illinois,IL
Summersville,1708173612,N,0,1,Illinois,IL
Sunfield,1714573794,N,0,1,Illinois,IL
Sunnyside,1719973898,N,0,1,Illinois,IL
Tamalco,1700574405,N,0,1,Illinois,IL
Tamaroa,1714574444,N,806,1,Illinois,IL
Tamms,1700374457,N,761,1,Illinois,IL
Tankville,1700374500,N,0,1,Illinois,IL
Tatumville,1700374520,N,0,1,Illinois,IL
Taylor Springs,1713574561,N,699,1,Illinois,IL
Taylorville,1702174574,N,11270,3,Illinois,IL
Temple Hill,1715174652,N,0,1,Illinois,IL
Texas City,1716574795,N,0,1,Illinois,IL
Texico,1708174808,N,2500,2,Illinois,IL
Thackeray,1706574821,N,0,1,Illinois,IL
Thebes,1700374873,N,426,1,Illinois,IL
Thompsonville,1705575159,N,634,1,Illinois,IL
Thurber,1706575230,N,0,1,Illinois,IL
Tison,1716575554,N,0,1,Illinois,IL
Todds Mill,1714575562,N,0,1,Illinois,IL
Todds Point,1717375575,N,0,1,Illinois,IL
Tonti,1712175731,N,0,1,Illinois,IL
Tovey,1702175809,N,519,1,Illinois,IL
Tower Hill,1717375848,N,626,1,Illinois,IL
Tuckers Corners,1706576320,N,0,1,Illinois,IL
Tunnel Hill,1708776355,N,2500,2,Illinois,IL
Ullin,1715376615,N,393,1,Illinois,IL
Ullrich,1713976628,N,0,1,Illinois,IL
Union Town,1712176830,N,0,1,Illinois,IL
Unionville,1712776836,N,0,1,Illinois,IL
Unity,1700376875,N,0,1,Illinois,IL
Urbain,1705576979,N,0,1,Illinois,IL
Urbandale,1700377031,N,0,1,Illinois,IL
Valier,1705577148,N,710,1,Illinois,IL
Valier Patch,1705577155,N,0,1,Illinois,IL
Valley Mission,1718177220,N,0,1,Illinois,IL
Van Burensburg,1713577278,N,0,1,Illinois,IL
Vandalia,1705177317,N,6169,2,Illinois,IL
Vanderville,1702177339,N,0,1,Illinois,IL
Velma,1702177401,N,0,1,Illinois,IL
Vera,1705177512,N,0,1,Illinois,IL
Vergennes,1707777525,N,316,1,Illinois,IL
Vernon,1712177681,N,221,1,Illinois,IL
Vienna,1708777863,N,1605,1,Illinois,IL
Villa Ridge,1715378019,N,2500,2,Illinois,IL
Walnut Hill,1712178604,N,139,1,Illinois,IL
Walpole,1706578630,N,0,1,Illinois,IL
Waltersburg,1715178674,N,0,1,Illinois,IL
Waltonville,1708178708,N,402,1,Illinois,IL
Wamac,1712178721,N,733,1,Illinois,IL
Ward,1707778790,N,0,1,Illinois,IL
Ware,1718178812,N,0,1,Illinois,IL
Wartrace,1708778981,N,0,1,Illinois,IL
Wasson,1716579111,N,0,1,Illinois,IL
Watkins Ford,1715179220,N,0,1,Illinois,IL
Watson,1704979241,N,680,1,Illinois,IL
Wayne City,1719179436,N,1120,1,Illinois,IL
Wenonah,1713579826,N,40,1,Illinois,IL
West City,1705580073,N,768,1,Illinois,IL
West End,1716580164,N,0,1,Illinois,IL
Westervelt,1717380255,N,0,1,Illinois,IL
West Frankfort,1705580333,N,8402,2,Illinois,IL
West Rural Hill,1706580847,N,0,1,Illinois,IL
West Vienna,1708780905,N,0,1,Illinois,IL
Wetaug,1715380970,N,0,1,Illinois,IL
Whiteash,1719981165,N,265,1,Illinois,IL
Whittington,1705581477,N,2500,2,Illinois,IL
Willard,1700381724,N,0,1,Illinois,IL
Willeys,1702181763,N,0,1,Illinois,IL
Williamsburg,1708181780,N,0,1,Illinois,IL
Williamsburg,1713981789,N,0,1,Illinois,IL
Windsor,1717382322,N,1096,1,Illinois,IL
Winkle,1714582478,N,0,1,Illinois,IL
Witt,1713582725,N,1026,1,Illinois,IL
Woburn,1700582751,N,0,1,Illinois,IL
Wolf Creek,1719982755,N,0,1,Illinois,IL
Wolf Lake,1718182764,N,2500,2,Illinois,IL
Woodlawn,1708183206,N,605,1,Illinois,IL
Wrights Corner,1705183609,N,0,1,Illinois,IL
Xenia,1702583739,N,432,1,Illinois,IL
Yantisville,1717383778,N,0,1,Illinois,IL
Zeigler,1705584155,N,1708,1,Illinois,IL
Zenith,1719184181,N,0,1,Illinois,IL
Adams Corner,1718500217,N,0,1,Illinois,IL
Advance,1707900327,N,0,1,Illinois,IL
Allendale,1718500815,N,461,1,Illinois,IL
Allright,1702300912,N,0,1,Illinois,IL
Amity,1715901350,N,0,1,Illinois,IL
Annapolis,1703301556,N,2500,2,Illinois,IL
Applegate,1710101667,N,0,1,Illinois,IL
Arcola,1704101881,N,2820,2,Illinois,IL
Arthur,1704102414,N,1413,1,Illinois,IL
Ashmore,1702902557,N,798,1,Illinois,IL
Bellair,1703304741,N,0,1,Illinois,IL
Bennington,1704705222,N,0,1,Illinois,IL
Berryville,1715905534,N,0,1,Illinois,IL
Bible Grove,1702505794,N,0,1,Illinois,IL
Billett,1710106015,N,0,1,Illinois,IL
Birds,1710106080,N,166,1,Illinois,IL
Black,1704706249,N,0,1,Illinois,IL
Bloomfield,1704506570,N,0,1,Illinois,IL
Bogota,1707907055,N,0,1,Illinois,IL
Bone Gap,1704707224,N,265,1,Illinois,IL
Boos,1707907354,N,0,1,Illinois,IL
Borton,1704507380,N,0,1,Illinois,IL
Bourbon,1704107445,N,0,1,Illinois,IL
Bradbury,1703507666,N,0,1,Illinois,IL
Bridgeport,1710108186,N,2181,1,Illinois,IL
Brocton,1704508524,N,316,1,Illinois,IL
Bushton,1702910136,N,0,1,Illinois,IL
Calhoun,1715910448,N,239,1,Illinois,IL
Campbell,1702910760,N,0,1,Illinois,IL
Camp Travis,1702510910,N,0,1,Illinois,IL
Casey,1702311618,N,3700,2,Illinois,IL
Castle Fin,1702311705,N,0,1,Illinois,IL
Charleston,1702912567,N,20186,3,Illinois,IL
Chauncey,1710112749,N,0,1,Illinois,IL
Chesterville,1704113204,N,0,1,Illinois,IL
Choctaw,1702314257,N,0,1,Illinois,IL
Cisne,1719114455,N,649,1,Illinois,IL
Claremont,1715914533,N,267,1,Illinois,IL
Clark Center,1702314611,N,0,1,Illinois,IL
Clarksville,1702314663,N,0,1,Illinois,IL
Clay City,1702514715,N,960,1,Illinois,IL
Clays Prairie,1704514754,N,0,1,Illinois,IL
Cleone,1702314910,N,0,1,Illinois,IL
Coles,1702915456,N,0,1,Illinois,IL
Cooks Mills,1702916197,N,0,1,Illinois,IL
Darwin,1702318667,N,0,1,Illinois,IL
Dees,1703519130,N,0,1,Illinois,IL
Dennison,1702319434,N,2500,2,Illinois,IL
Dieterich,1704919915,N,593,1,Illinois,IL
Diona,1703519993,N,0,1,Illinois,IL
Dogwood,1703320260,N,0,1,Illinois,IL
Dorans,1702920357,N,0,1,Illinois,IL
Duncanville,1703321007,N,0,1,Illinois,IL
Dundas,1715921020,N,2500,2,Illinois,IL
Eaton,1703322320,N,0,1,Illinois,IL
Eberle,1704922333,N,0,1,Illinois,IL
Edgar,1704522489,N,0,1,Illinois,IL
Elbow,1715922898,N,0,1,Illinois,IL
Elbridge,1704522905,N,0,1,Illinois,IL
Elliottstown,1704923438,N,0,1,Illinois,IL
Enterprise,1719124283,N,0,1,Illinois,IL
Ernst,1702324417,N,0,1,Illinois,IL
Etna,1702924517,N,0,1,Illinois,IL
Evers,1704924660,N,0,1,Illinois,IL
Fairgrange,1702924842,N,0,1,Illinois,IL
Falmouth,1707925297,N,0,1,Illinois,IL
Farrington,1702325635,N,0,1,Illinois,IL
Ferrel,1704525875,N,0,1,Illinois,IL
Filson,1704126103,N,0,1,Illinois,IL
Flat Rock,1703326350,N,440,1,Illinois,IL
Flora,1702526454,N,4792,2,Illinois,IL
Friendsville,1718528001,N,0,1,Illinois,IL
Gallagher,1715928391,N,0,1,Illinois,IL
Galton,1704128417,N,0,1,Illinois,IL
Gards Point,1718528664,N,0,1,Illinois,IL
Garland,1704528716,N,0,1,Illinois,IL
Gays,1713928807,N,236,1,Illinois,IL
Gila,1707929158,N,0,1,Illinois,IL
Grays Corner,1710131115,N,0,1,Illinois,IL
Green Brier,1703331230,N,0,1,Illinois,IL
Greenup,1703531524,N,1709,1,Illinois,IL
Hadley,1710132065,N,0,1,Illinois,IL
Hardinville,1703332889,N,0,1,Illinois,IL
Harris,1704533097,N,0,1,Illinois,IL
Hazel Dell,1703533721,N,0,1,Illinois,IL
Heathsville,1703333825,N,0,1,Illinois,IL
Helena,1710133942,N,0,1,Illinois,IL
Hidalgo,1707934553,N,120,1,Illinois,IL
Hindsboro,1704135281,N,348,1,Illinois,IL
Hogue Town,1702335435,N,0,1,Illinois,IL
Hoosier,1702536087,N,0,1,Illinois,IL
Horace,1704536217,N,0,1,Illinois,IL
Hugo,1704136503,N,0,1,Illinois,IL
Humboldt,1702936542,N,463,1,Illinois,IL
Hunt City,1707936659,N,0,1,Illinois,IL
Hutsonville,1703336841,N,652,1,Illinois,IL
Hutton,1702936867,N,0,1,Illinois,IL
Ingraham,1702537530,N,0,1,Illinois,IL
Isabel,1704537829,N,0,1,Illinois,IL
Island Grove,1707937855,N,0,1,Illinois,IL
Janesville,1703538232,N,2500,2,Illinois,IL
Jeffersonville,1719138323,N,317,1,Illinois,IL
Jewett,1703538427,N,205,1,Illinois,IL
Johnstown,1703538557,N,0,1,Illinois,IL
Jones,1702938622,N,0,1,Illinois,IL
Kansas,1704538986,N,915,1,Illinois,IL
Kemp,1704139415,N,0,1,Illinois,IL
Kentucky,1704539630,N,0,1,Illinois,IL
Kibbie,1703339800,N,0,1,Illinois,IL
Kidley,1704539844,N,0,1,Illinois,IL
Kings,1702939980,N,0,1,Illinois,IL
Lancaster,1718541898,N,0,1,Illinois,IL
Landes,1703341924,N,0,1,Illinois,IL
Latona,1707942275,N,0,1,Illinois,IL
Lawrenceville,1710142405,N,4570,2,Illinois,IL
Lerna,1702942938,N,299,1,Illinois,IL
Lillyville,1703543375,N,0,1,Illinois,IL
Lis,1707943887,N,0,1,Illinois,IL
Livingston,1702344147,N,0,1,Illinois,IL
Logan,1704544316,N,0,1,Illinois,IL
Louisville,1702544927,N,1122,1,Illinois,IL
Loxa,1702945135,N,0,1,Illinois,IL
Magnet,1702946097,N,0,1,Illinois,IL
Maple Grove,1704746560,N,0,1,Illinois,IL
Maple Point,1703546617,N,0,1,Illinois,IL
Marley,1704547040,N,0,1,Illinois,IL
Marshall,1702347163,N,3984,2,Illinois,IL
Martinsville,1702347254,N,1206,1,Illinois,IL
Mattoon,1702947553,N,18267,3,Illinois,IL
Maud,1718547579,N,0,1,Illinois,IL
Mays,1704547728,N,0,1,Illinois,IL
Melrose,1702348216,N,0,1,Illinois,IL
Melwood,1704548281,N,0,1,Illinois,IL
Montrose,1704950283,N,323,1,Illinois,IL
Moonshine,1702350335,N,0,1,Illinois,IL
Moriah,1702350439,N,0,1,Illinois,IL
Mount Carmel,1718550868,N,7948,2,Illinois,IL
Mount Erie,1719150933,N,137,1,Illinois,IL
Neadmore,1702351856,N,0,1,Illinois,IL
Neal,1703551860,N,0,1,Illinois,IL
Neoga,1703551986,N,1619,1,Illinois,IL
Nevins,1704552090,N,0,1,Illinois,IL
Newby,1702952290,N,0,1,Illinois,IL
New Hebron,1703352532,N,0,1,Illinois,IL
Newton,1707952844,N,3188,2,Illinois,IL
Noble,1715953143,N,782,1,Illinois,IL
Oakland,1702954781,N,991,1,Illinois,IL
Oblong,1703355106,N,1701,1,Illinois,IL
Odgen,1718555197,N,0,1,Illinois,IL
Oil Center,1703355420,N,0,1,Illinois,IL
Oilfield,1702355444,N,0,1,Illinois,IL
Oil Grove,1703355450,N,0,1,Illinois,IL
Oliver,1704555860,N,0,1,Illinois,IL
Olney,1715955912,N,8796,2,Illinois,IL
Orange,1702356295,N,0,1,Illinois,IL
Orio,1718556562,N,0,1,Illinois,IL
Palestine,1703357277,N,1701,1,Illinois,IL
Paradise,1702957602,N,0,1,Illinois,IL
Paris,1704557628,N,9207,2,Illinois,IL
Parkersburg,1715957693,N,220,1,Illinois,IL
Passport,1715958044,N,0,1,Illinois,IL
Patton,1702358117,N,0,1,Illinois,IL
Patton,1718558135,N,0,1,Illinois,IL
Petrolia,1710159364,N,0,1,Illinois,IL
Pierceburg,1703359702,N,0,1,Illinois,IL
Pinkstaff,1710160001,N,0,1,Illinois,IL
Port Jackson,1703361249,N,0,1,Illinois,IL
Pureton,1715962270,N,0,1,Illinois,IL
Rafetown,1707962530,N,0,1,Illinois,IL
Rardin,1702962835,N,0,1,Illinois,IL
Redmon,1704563069,N,209,1,Illinois,IL
Richwoods,1703363760,N,0,1,Illinois,IL
Riffel,1702564070,N,0,1,Illinois,IL
Rinard,1719164122,N,0,1,Illinois,IL
Robinson,1703364707,N,6504,2,Illinois,IL
Rose Hill,1707965754,N,79,1,Illinois,IL
Roslyn,1703565910,N,0,1,Illinois,IL
Russellville,1710166404,N,142,1,Illinois,IL
Sailor Springs,1702566599,N,137,1,Illinois,IL
Ste. Marie,1707966800,N,244,1,Illinois,IL
St. Francisville,1710166833,N,868,1,Illinois,IL
Samsville,1704767392,N,0,1,Illinois,IL
Sand Barrens,1710167405,N,0,1,Illinois,IL
Schnell,1715968087,N,0,1,Illinois,IL
Sigel,1717369914,N,356,1,Illinois,IL
Snyder,1702370304,N,0,1,Illinois,IL
Stoy,1703373027,N,144,1,Illinois,IL
Stringtown,1715973248,N,0,1,Illinois,IL
Sumner,1710173703,N,1014,1,Illinois,IL
Teutopolis,1704974743,N,1637,1,Illinois,IL
Timothy,1703575471,N,0,1,Illinois,IL
Toledo,1703575601,N,1277,1,Illinois,IL
Toms Prairie,1719175705,N,0,1,Illinois,IL
Trimble,1703376030,N,0,1,Illinois,IL
Trowbridge,1717376173,N,0,1,Illinois,IL
Union Center,1703576732,N,0,1,Illinois,IL
Vermilion,1704577551,N,277,1,Illinois,IL
Vevay Park,1703577772,N,0,1,Illinois,IL
Villas,1703378025,N,0,1,Illinois,IL
Wakefield,1715978396,N,0,1,Illinois,IL
Walla Walla,1703578493,N,0,1,Illinois,IL
Walnut Prairie,1702378617,N,0,1,Illinois,IL
Weaver,1702379501,N,0,1,Illinois,IL
Wendelin,1702579800,N,0,1,Illinois,IL
Westfield,1702380281,N,696,1,Illinois,IL
West Liberty,1707980580,N,2500,2,Illinois,IL
West Salem,1704780853,N,1016,1,Illinois,IL
West Union,1702380879,N,2500,2,Illinois,IL
Wetzel,1704580990,N,0,1,Illinois,IL
Wheeler,1707981074,N,138,1,Illinois,IL
Willow Hill,1707982010,N,272,1,Illinois,IL
Winterrowd,1704982660,N,0,1,Illinois,IL
Woodbury,1703582946,N,0,1,Illinois,IL
Wynoose,1719183661,N,0,1,Illinois,IL
Yale,1707983765,N,93,1,Illinois,IL
York,1702383921,N,0,1,Illinois,IL
Adel,1811900622,N,0,1,Indiana,IN
Alford,1812500946,N,0,1,Indiana,IN
Allendale,1816701054,N,0,1,Indiana,IN
Allman,1810901144,N,0,1,Indiana,IN
Alta,1816501216,N,0,1,Indiana,IN
Amo,1806301450,N,430,1,Indiana,IN
Arda,1812502015,N,0,1,Indiana,IN
Arlington,1810502098,N,0,1,Indiana,IN
Armiesburg,1812102152,N,0,1,Indiana,IN
Armstrong,1816302170,N,0,1,Indiana,IN
Arney,1811902224,N,0,1,Indiana,IN
Art,1802102278,N,0,1,Indiana,IN
Arthur,1812502296,N,0,1,Indiana,IN
Ashboro,1802102332,N,0,1,Indiana,IN
Asherville,1802102368,N,0,1,Indiana,IN
Atkinsonville,1811902584,N,0,1,Indiana,IN
Augusta,1812502746,N,0,1,Indiana,IN
Avoca,1809302890,N,2500,2,Indiana,IN
Ayrshire,1812503034,N,0,1,Indiana,IN
Bainbridge,1813303142,N,748,1,Indiana,IN
Bandmill,1808303280,N,0,1,Indiana,IN
Barnhart Town,1816703466,N,0,1,Indiana,IN
Barrett,1812903495,N,0,1,Indiana,IN
Barrick Corner,1802103502,N,0,1,Indiana,IN
Bartlettsville,1809303520,N,0,1,Indiana,IN
Beal,1808303772,N,0,1,Indiana,IN
Bedford,1809304114,N,14667,3,Indiana,IN
Beech Grove,1810904222,N,0,1,Indiana,IN
Beehunter,1805504258,N,0,1,Indiana,IN
Bee Ridge,1802104312,N,0,1,Indiana,IN
Belknap,1816304375,N,0,1,Indiana,IN
Belle Union,1813304420,N,0,1,Indiana,IN
Belleville,1806304456,N,0,1,Indiana,IN
Bellmore,1812104510,N,2500,2,Indiana,IN
Benwood,1802104852,N,0,1,Indiana,IN
Bicknell,1808305176,N,3216,2,Indiana,IN
Billtown,1802105284,N,0,1,Indiana,IN
Billville,1802105302,N,0,1,Indiana,IN
Blackhawk,1816705482,N,0,1,Indiana,IN
Blairsville,1812905644,N,0,1,Indiana,IN
Blanford,1816505662,N,2500,2,Indiana,IN
Bloomfield,1805505716,N,2624,2,Indiana,IN
Bloomington,1810505860,N,66479,4,Indiana,IN
Bogle Corner,1802106310,N,0,1,Indiana,IN
Bono,1816506454,N,0,1,Indiana,IN
Boonville,1817306616,N,6605,2,Indiana,IN
Bowling Green,1802106832,N,2500,2,Indiana,IN
Bowman,1812506868,N,0,1,Indiana,IN
Bradfield Corner,1812106950,N,0,1,Indiana,IN
Braysville,1811907135,N,0,1,Indiana,IN
Brazil,1802107174,N,8034,2,Indiana,IN
Briarwood,1810907498,N,0,1,Indiana,IN
Brick Chapel,1813307534,N,0,1,Indiana,IN
Bridgeton,1812107570,N,2500,2,Indiana,IN
Broadview,1810507876,N,0,1,Indiana,IN
Brown Jug Corner,1816708398,N,0,1,Indiana,IN
Browns Crossing,1810908434,N,0,1,Indiana,IN
Bruceville,1808308578,N,488,1,Indiana,IN
Brunswick,1802108632,N,0,1,Indiana,IN
Buckskin,1805108848,N,0,1,Indiana,IN
Bucktown,1815308866,N,0,1,Indiana,IN
Bufkin,1812909046,N,0,1,Indiana,IN
Bullocktown,1817309082,N,0,1,Indiana,IN
Bunker Hill,1810909145,N,0,1,Indiana,IN
Burnett,1816709298,N,0,1,Indiana,IN
Burns City,1810109352,N,0,1,Indiana,IN
Bushrod,1805509478,N,0,1,Indiana,IN
Caborn,1812909694,N,0,1,Indiana,IN
Calvertville,1805509838,N,0,1,Indiana,IN
Campbelltown,1812510005,N,0,1,Indiana,IN
Camp Brosend,1817310010,N,0,1,Indiana,IN
Cantaloupe,1808310135,N,0,1,Indiana,IN
Capehart,1802710162,N,0,1,Indiana,IN
Carbon,1802110198,N,386,1,Indiana,IN
Cardonia,1802110234,N,0,1,Indiana,IN
Carlisle,1815310270,N,617,1,Indiana,IN
Carp,1811910378,N,0,1,Indiana,IN
Cartersburg,1806310594,N,0,1,Indiana,IN
Cascade,1810510643,N,0,1,Indiana,IN
Cass,1815310774,N,0,1,Indiana,IN
Cataract,1811910882,N,0,1,Indiana,IN
Catlin,1812110918,N,0,1,Indiana,IN
Centenary,1816511188,N,0,1,Indiana,IN
Center,1817311692,N,0,1,Indiana,IN
Center Point,1802111746,N,295,1,Indiana,IN
Centerton,1810911782,N,0,1,Indiana,IN
Center Valley,1806311800,N,0,1,Indiana,IN
Champlin Meadows,1810912016,N,0,1,Indiana,IN
Chandler,1812512025,N,0,1,Indiana,IN
Chandler,1817312034,N,3113,2,Indiana,IN
Cincinnati,1805512682,N,0,1,Indiana,IN
Clay City,1802113276,N,994,1,Indiana,IN
Clayton,1806313366,N,693,1,Indiana,IN
Clear Creek,1810513402,N,2500,2,Indiana,IN
Clinton,1816513780,N,4625,2,Indiana,IN
Clinton Falls,1813313816,N,0,1,Indiana,IN
Cloverdale,1813313852,N,2230,1,Indiana,IN
Cloverland,1802113888,N,0,1,Indiana,IN
Coal Bluff,1816713960,N,0,1,Indiana,IN
Coal City,1811913978,N,0,1,Indiana,IN
Coalmont,1802114032,N,2500,2,Indiana,IN
Coatesville,1806314050,N,546,1,Indiana,IN
Coats Spring,1812514053,N,0,1,Indiana,IN
Coe,1812514086,N,0,1,Indiana,IN
Coloma,1812114536,N,0,1,Indiana,IN
Cory,1802115238,N,2500,2,Indiana,IN
Country Club Meadows,1816315380,N,0,1,Indiana,IN
Coveyville,1809315472,N,0,1,Indiana,IN
Coxton,1809315550,N,0,1,Indiana,IN
Coxville,1812115562,N,0,1,Indiana,IN
Crane,1810115652,N,218,1,Indiana,IN
Crawleyville,1805115760,N,0,1,Indiana,IN
Crompton Hill,1816515976,N,0,1,Indiana,IN
Crown Center,1810916102,N,0,1,Indiana,IN
Cuba,1811916282,N,0,1,Indiana,IN
Cunot,1811916354,N,0,1,Indiana,IN
Curryville,1815316426,N,0,1,Indiana,IN
Cynthiana,1812916534,N,738,1,Indiana,IN
Cypress,1816316552,N,0,1,Indiana,IN
Daggett,1811916588,N,0,1,Indiana,IN
Danville,1806316804,N,4982,2,Indiana,IN
Darmstadt,1816316858,N,1518,1,Indiana,IN
Daylight,1816316984,N,0,1,Indiana,IN
Dayville,1817317020,N,0,1,Indiana,IN
Decker,1808317110,N,293,1,Indiana,IN
Deming Park,1816717660,N,0,1,Indiana,IN
Deming Woods,1816717668,N,0,1,Indiana,IN
Denmark,1811917758,N,0,1,Indiana,IN
